benchmark,model,par_type,run,input_tokens,output_tokens,cached_tokens,api_time,total_time,code_additions,code_deletions,non_whitelisted_dependencies,validation_status,validation_err_string,benchmark_success,benchmark_times,benchmark_median_time,source_batch,source_path,total_tokens,benchmark_wall_times,benchmark_config_sha256,timing_fixed,timing_fix_issue_categories,original_source_commit,corrected_source_commit,original_source_digest,corrected_source_digest,original_source_url,corrected_source_url,source_correction_amendment_sha256,overall_score
floydwarshall,gpt-5.6-luna-xhigh,omp,1,,,,,205.26,28,17,"",5,"",true,1303.0;1300.0;1297.0;1298.0;1298.0,1298.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-luna-xhigh_omp_r1,32469.0,3.627736236900091;3.626459007151425;3.625708943232894;3.6261013923212886;3.6265675015747547,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-luna-xhigh,omp,2,,,,,145.64,27,17,"",5,"",true,1302.0;1306.0;1295.0;1292.0;1295.0,1295.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-luna-xhigh_omp_r2,38157.0,3.626349267549813;3.6260531106963754;3.6257873149588704;3.6263979924842715;3.6258670687675476,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-luna-xhigh,omp,3,,,,,195.86,29,18,"",5,"",true,6021.0;6362.0;5939.0;5943.0;5984.0,5984.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-luna-xhigh_omp_r3,43833.0,8.334939854219556;8.685554627329111;8.28500440903008;8.286823588423431;8.335929285734892,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
floydwarshall,gpt-5.6-luna-xhigh,omp,4,,,,,146.61,29,17,"",5,"",true,1351.0;1345.0;1346.0;1345.0;1388.0,1346.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-luna-xhigh_omp_r4,45190.0,3.6758299600332975;3.6760178096592426;3.6762939002364874;3.6757967453449965;3.7260970575734973,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-luna-xhigh,omp,5,,,,,171.58,36,18,"",5,"",true,1365.0;1346.0;1344.0;1343.0;1351.0,1346.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-luna-xhigh_omp_r5,46967.0,3.6763839665800333;3.6756384316831827;3.6270959516987205;3.675778975710273;3.674980050884187,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-low,cuda,1,,,,,180.14,139,24,"",5,"",true,887.0;873.0;886.0;875.0;894.0,886.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_cuda_r1,36766.0,3.5252062743529677;3.475386891514063;3.475347322411835;3.474874146282673;3.475205086171627,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,cuda,2,,,,,112.36,83,23,"",5,"",true,4430.0;4424.0;4409.0;4406.0;4413.0,4413.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_cuda_r2,28948.0,7.033050628378987;7.033195761963725;7.032742529176176;7.033366357907653;7.033299520611763,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
floydwarshall,gpt-5.6-sol-low,cuda,3,,,,,128.77,119,24,"",5,"",true,1258.0;1234.0;1254.0;1265.0;1254.0,1254.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_cuda_r3,39304.0,3.274846821092069;3.274876502342522;3.324632152915001;3.324444806203246;3.275026047602296,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,cuda,4,,,,,123.01,137,23,"",5,"",true,887.0;873.0;893.0;881.0;879.0,881.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_cuda_r4,29836.0,3.474796158261597;3.4754930650815368;3.4758270643651485;3.425049241632223;3.474664580076933,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,cuda,5,,,,,118.84,132,23,"",5,"",true,726.0;732.0;718.0;717.0;732.0,726.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_cuda_r5,18842.0,3.3248788556084037;3.325329245068133;3.274908115155995;3.2743958197534084;3.324781024828553,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-low,hybrid,1,,,,,137.23,173,155,"",5,"",true,3434.0;3422.0;3387.0;3375.0;3362.0,3387.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r1,46354.0,10.443546916358173;10.445024898275733;10.444030785933137;10.444545256905258;10.443167310208082,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,true,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,e8d10c43d7fcdca42862537b0eb7d0d5fab6da66,e897bbe48e877ecbd8873ee1c666b6f394c0344b,43952f6878f55538ba2b762b7e83b9ac3b5ede0f933dcef0c834fd67ccd9a8e1,408e5d963256e2dddb1c982dca610ebb573f31f161d23fe508844798e29d0766,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r1,979ebae4ea2b8feedb86dfb56cab0466777c56421d5e169d11b5a6bc5fb1ca29,8
floydwarshall,gpt-5.6-sol-low,hybrid,2,,,,,206.34,218,154,"",5,"",true,2345.663;2285.844;2307.87;2282.676;2339.24,2307.87,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r2,54251.0,8.89014227129519;8.390462726354599;8.84007865190506;8.289799960330129;8.890293262898922,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,true,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,e8d10c43d7fcdca42862537b0eb7d0d5fab6da66,e897bbe48e877ecbd8873ee1c666b6f394c0344b,7a718bdc2a85d95d841b1ea19c35a1b7d6e988ffe3aedcfcf3f9531e90312bde,9b821af703cb7c26b1d3ac834b559e6511a13365816c3c438c1a7e50f80f05c2,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r2,979ebae4ea2b8feedb86dfb56cab0466777c56421d5e169d11b5a6bc5fb1ca29,8
floydwarshall,gpt-5.6-sol-low,hybrid,3,,,,,197.93,184,158,"",5,"",true,2404.631;2409.113;2408.667;2421.891;2397.904,2408.667,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r3,39886.0,9.138094022870064;9.739239574410021;9.839199853129685;9.839222623035312;9.787680307403207,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,hybrid,4,,,,,130.43,165,160,"",2,Error during validation run: exit code 139. See validation_out_*.log.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r4,48871.0,,,false,,,,,,,,,2
floydwarshall,gpt-5.6-sol-low,hybrid,5,,,,,181.88,178,158,"",5,"",true,2407.0;2341.0;2428.0;2391.0;2393.0,2393.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r5,44357.0,9.44212212599814;8.991316960193217;9.492763990536332;9.441319500096142;9.441639270633459,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,true,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,e8d10c43d7fcdca42862537b0eb7d0d5fab6da66,e897bbe48e877ecbd8873ee1c666b6f394c0344b,9264418fec289384a5c12e506c9612be3e735cf66ac5cb6fe10e7fd57d9e5855,9dbc700bda1f060d19dd5103cf6b34fb44f7472f244b8fb31b1cecd9b29bc9d7,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/floydwarshall_gpt-5.6-sol-low_hybrid_r5,979ebae4ea2b8feedb86dfb56cab0466777c56421d5e169d11b5a6bc5fb1ca29,8
floydwarshall,gpt-5.6-sol-low,mpi,1,,,,,106.63,140,139,"",5,"",true,1650.688;1730.199;1639.972;1605.481;1833.658,1650.688,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_mpi_r1,20185.0,13.595936248078942;13.94544723443687;13.744972710497677;13.6950408751145;13.944716326892376,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,mpi,2,,,,,102.1,107,47,"",5,"",true,1583.924;1635.435;1604.375;1688.229;1602.039,1604.375,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_mpi_r2,24478.0,14.746151047758758;14.845965204760432;14.697963704355061;14.946279749274254;14.89686161186546,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,mpi,3,,,,,130.58,115,127,"",5,"",true,1584.0;1618.0;1625.0;1539.0;1646.0,1618.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_mpi_r3,26350.0,13.594049748033285;13.844575338996947;13.542457428760827;13.743143441155553;13.794088259339333,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,mpi,4,,,,,119.8,120,50,"",5,"",true,1708.0;1725.0;1654.0;1677.0;1613.0,1677.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_mpi_r4,38027.0,15.046146530658007;14.446409134194255;14.596214995719492;14.696706965565681;14.646202459931374,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,mpi,5,,,,,161.56,121,49,"",5,"",true,1645.136;1675.253;1705.266;1611.36;1652.543,1652.543,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_mpi_r5,25569.0,13.943311900831759;14.09238537400961;13.740759664215147;13.89223849028349;13.993882178328931,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-low,omp,1,,,,,82.36,37,20,"",5,"",true,1289.0;1288.0;1283.0;1282.0;1280.0,1283.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_omp_r1,32397.0,3.124841006472707;3.124728881753981;3.1255393736064434;3.074674309231341;3.0750220231711864,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-low,omp,2,,,,,51.74,29,17,"",5,"",true,1379.0;1345.0;1349.0;1351.0;1355.0,1351.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_omp_r2,15314.0,3.7274570409208536;3.6759024392813444;3.675392646342516;3.67630045581609;3.676170821301639,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-low,omp,3,,,,,62.32,28,17,"",5,"",true,1351.0;1351.0;1346.0;1347.0;1351.0,1351.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_omp_r3,16615.0,3.676515427418053;3.676643341779709;3.676491778343916;3.675977025181055;3.6760653387755156,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-low,omp,4,,,,,93.48,45,18,"",5,"",true,1386.0;1367.0;1363.0;1360.0;1365.0,1365.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_omp_r4,24885.0,3.7264781910926104;3.67599125392735;3.6761195389553905;3.6758267944678664;3.675112043507397,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-low,omp,5,,,,,67.32,26,17,"",5,"",true,1351.0;1347.0;1351.0;1344.0;1366.0,1351.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-low_omp_r5,20989.0,3.677680939435959;3.6759439036250114;3.676517356187105;3.6760285943746567;3.6763981077820063,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,cuda,1,,,,,310.93,222,36,"",5,"",true,539.386;536.936;538.96;534.013;546.502,538.96,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_cuda_r1,52850.0,3.2247193353250623;3.2250060895457864;3.22389745246619;3.2242491571232677;3.2249624207615852,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,cuda,2,,,,,251.98,259,114,"",5,"",true,491.035;503.699;487.833;492.107;508.102,492.107,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_cuda_r2,53189.0,2.27221773378551;2.2715352857485414;2.221651869826019;2.2221001563593745;2.271990729495883,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,cuda,3,,,,,281.07,353,108,"",5,"",true,323.0;323.0;323.0;323.0;323.0,323.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_cuda_r3,55623.0,2.975280160084367;3.0238735480234027;3.02437696326524;2.9746347945183516;2.975644168443978,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,cuda,4,,,,,339.36,219,24,"",5,"",true,608.0;600.0;624.0;610.0;612.0,610.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_cuda_r4,67771.0,3.224772841669619;3.173776088282466;3.274681976996362;3.2253006072714925;3.1744778556749225,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,cuda,5,,,,,300.03,214,36,"",5,"",true,610.288;619.958;610.176;624.882;619.095,619.095,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_cuda_r5,47921.0,3.325020703487098;3.275164288468659;3.274404387921095;3.275133981369436;3.224639027379453,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,hybrid,1,,,,,211.51,231,149,"",5,"",true,2254.0;2292.0;2260.0;2281.0;2308.0,2281.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_hybrid_r1,36420.0,8.13570368848741;8.436406537890434;8.335965225473046;8.486562638543546;8.486948498524725,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-medium,hybrid,2,,,,,287.47,265,143,"",5,"",true,2640.0;2643.0;2631.0;2622.0;2646.0,2640.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_hybrid_r2,60993.0,8.83665337972343;8.8859693557024;8.787523115985096;8.836984620429575;8.837367309257388,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-medium,hybrid,3,,,,,235.71,279,143,"",5,"",true,2280.0;2276.0;2278.0;2273.0;2283.0,2278.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_hybrid_r3,71210.0,8.287148945964873;8.38523954153061;8.185764740221202;8.486102216877043;8.43637344893068,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-medium,hybrid,4,,,,,308.87,374,139,"",5,"",true,3081.0;3066.0;3080.0;3084.0;3061.0,3080.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_hybrid_r4,67511.0,9.338172511197627;9.087584825232625;9.388254155404866;9.388753173872828;9.18770372401923,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-medium,hybrid,5,,,,,349.65,396,140,"",5,"",true,906.477;869.498;870.986;862.668;870.034,870.034,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_hybrid_r5,54315.0,7.633975625038147;7.583863943815231;7.6350132981315255;7.5846199886873364;7.2837650859728456,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,mpi,1,,,,,194.04,164,103,"",5,"",true,1551.0;1594.0;1654.0;1724.0;1609.0,1609.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_mpi_r1,58653.0,13.59225291479379;13.292032870464027;13.74232409056276;13.893687709234655;13.846041259355843,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-medium,mpi,2,,,,,266.04,272,128,"",5,"",true,1950.0;1930.0;2087.0;1934.0;2137.0,1950.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_mpi_r2,49700.0,13.793055798858404;13.89509429782629;13.792704377323389;14.194524037651718;14.452281509526074,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-medium,mpi,3,,,,,248.5,278,128,"",5,"",true,1146.0;1166.0;1111.0;1160.0;1175.0,1160.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_mpi_r3,52553.0,12.291124467737973;12.491468958556652;12.392183071002364;12.290423797443509;11.88970394153148,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,mpi,4,,,,,222.43,228,124,"",5,"",true,1643.0;1638.0;1643.0;1632.0;1693.0,1643.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_mpi_r4,47488.0,13.8930141935125;13.792695511132479;13.292238989844918;13.893549353815615;13.793066192418337,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-medium,mpi,5,,,,,221.05,220,115,"",5,"",true,1726.0;1730.0;1818.0;1784.0;1741.0,1741.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_mpi_r5,42291.0,13.994160679169;13.844775677658617;13.74278935790062;14.09438774175942;13.992755630984902,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
floydwarshall,gpt-5.6-sol-medium,omp,1,,,,,139.42,40,23,"",5,"",true,1278.0;1289.0;1278.0;1281.0;1275.0,1278.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_omp_r1,38617.0,3.0751764737069607;3.1264117639511824;3.075669731013477;3.07598330732435;3.0759921362623572,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,omp,2,,,,,115.66,41,22,"",5,"",true,1278.0;1271.0;1302.0;1271.0;1274.0,1274.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_omp_r2,32108.0,3.0752842789515853;3.074492933228612;3.1246327981352806;3.075408536940813;3.0760408025234938,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,10
floydwarshall,gpt-5.6-sol-medium,omp,3,,,,,127.67,43,19,"",5,"",true,1274.0;1278.0;1283.0;1287.0;1274.0,1278.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_omp_r3,37608.0,3.075087735429406;3.0747212283313274;3.0796712394803762;3.0760696986690164;3.0754740703850985,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-medium,omp,4,,,,,162.1,36,23,"",5,"",true,1278.0;1274.0;1275.0;1267.0;1272.0,1274.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_omp_r4,53563.0,3.075335300527513;3.0747497836127877;3.074672143906355;3.0745742516592145;3.0751112988218665,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,10
floydwarshall,gpt-5.6-sol-medium,omp,5,,,,,130.19,32,18,"",5,"",true,1344.0;1339.0;1342.0;1343.0;1343.0,1343.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-medium_omp_r5,32329.0,3.6759744733572006;3.676965307444334;3.6763807581737638;3.6765939565375447;3.675780810415745,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-xhigh,cuda,1,,,,,723.47,362,113,"",5,"",true,203.0;202.0;201.0;200.0;203.0,202.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_cuda_r1,84022.0,1.9703842150047421;1.9212743835523725;1.9213229725137353;1.92141686193645;1.9203031584620476,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,10
floydwarshall,gpt-5.6-sol-xhigh,cuda,2,,,,,1079.63,420,24,"",5,"",true,377.0;374.0;377.0;377.0;376.0,377.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_cuda_r2,160219.0,2.9738413766026497;2.974265491589904;2.973316497169435;2.9735379442572594;2.9740710221230984,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-xhigh,cuda,3,,,,,688.29,309,37,"",5,"",true,358.222;364.253;360.395;356.455;366.088,360.395,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_cuda_r3,93652.0,3.0237972382456064;3.0735478466376662;3.074026851914823;3.0241508558392525;3.073592074215412,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-xhigh,cuda,4,,,,,727.65,282,31,"",5,"",true,441.0;441.0;441.0;440.0;439.0,441.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_cuda_r4,110313.0,2.4221823271363974;2.4222678560763597;2.421713109128177;2.4221871066838503;2.4228607323020697,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-xhigh,cuda,5,,,,,578.97,358,34,"",5,"",true,394.956;393.418;397.165;393.868;391.828,393.868,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_cuda_r5,107202.0,3.0733608109876513;3.0737746888771653;3.074245674535632;3.0745617421343923;3.074477563612163,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-xhigh,hybrid,1,,,,,626.53,634,139,"",5,"",true,467.0;455.0;450.0;490.0;466.0,466.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_hybrid_r1,83673.0,6.382163535803556;6.4312753127887845;6.381809312850237;6.430821072310209;6.332399029284716,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,10
floydwarshall,gpt-5.6-sol-xhigh,hybrid,2,,,,,967.15,730,131,"",5,"",true,693.0;800.0;666.0;658.0;812.0,693.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_hybrid_r2,162803.0,6.582458215765655;6.782589157111943;6.531752398237586;6.532401202246547;6.783151037059724,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-xhigh,hybrid,3,,,,,807.13,741,135,"",5,"",true,503.0;416.0;436.0;485.0;502.0,485.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_hybrid_r3,107336.0,6.4326527221128345;6.533341288566589;6.482250687666237;6.68433783762157;6.632301232777536,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-xhigh,hybrid,4,,,,,882.63,663,134,"",5,"",true,572.798;558.462;571.014;581.309;564.944,571.014,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_hybrid_r4,97146.0,4.928322556428611;5.028442374430597;4.9784517185762525;4.928302912041545;4.98053262475878,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
floydwarshall,gpt-5.6-sol-xhigh,hybrid,5,,,,,1213.19,669,126,"",5,"",true,470.0;473.0;469.0;469.0;477.0,470.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/floydwarshall_gpt-5.6-sol-xhigh_hybrid_r5,126629.0,6.582581731490791;6.6821173541247845;6.482052258215845;6.581435522995889;6.582328636199236,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
