id,benchmark,model,backend,repetition,issue_categories,prior_success,corrected_success,prior_median_time_ms,corrected_median_time_ms,median_time_ratio,corrected_median_wall_seconds,wall_to_reported_time_ratio,corrected_repeat_spread_ratio,corrected_under_200ms,prior_overall_score,corrected_overall_score,score_delta,original_source_url,corrected_source_url
cholesky_deepseek-v4-flash_mpi_r4,cholesky,deepseek-v4-flash,mpi,4,missing_rank_aggregation;rank_local_timing,true,true,2246.26,2501.61,1.113677846731901,58.729023206979036,23.476490422959227,1.0444549059077055,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/cholesky_deepseek-v4-flash_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/cholesky_deepseek-v4-flash_mpi_r4
cholesky_deepseek-v4-flash_mpi_r5,cholesky,deepseek-v4-flash,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,4466.0,4575.0,1.0244066278549038,60.53123667649925,13.23087140469929,1.0134866239221756,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/cholesky_deepseek-v4-flash_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/cholesky_deepseek-v4-flash_mpi_r5
cholesky_gemini-3-pro-preview_mpi_r3,cholesky,gemini-3-pro-preview,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,376.0,380.0,1.0106382978723405,12.602368731051683,33.164128239609695,1.0351351351351352,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/cholesky_gemini-3-pro-preview_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/cholesky_gemini-3-pro-preview_mpi_r3
cholesky_gemini-3-pro-preview_mpi_r4,cholesky,gemini-3-pro-preview,mpi,4,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,352.0,372.0,1.0568181818181819,12.600971828214824,33.873580183373186,1.1507692307692308,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/cholesky_gemini-3-pro-preview_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/cholesky_gemini-3-pro-preview_mpi_r4
cholesky_gemini-3-pro-preview_mpi_r5,cholesky,gemini-3-pro-preview,mpi,5,missing_rank_aggregation;rank_local_timing;missing_start_synchronization;reported_value_mismatch,true,true,435.0,465.0,1.0689655172413792,56.07041824795306,120.58154461925389,1.0465631929046564,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/cholesky_gemini-3-pro-preview_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/cholesky_gemini-3-pro-preview_mpi_r5
cholesky_gpt-5-mini_mpi_r4,cholesky,gpt-5-mini,mpi,4,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,718.96,671.58,0.9340992544786915,56.32096094824374,83.86336839727767,1.0115881907826851,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/cholesky_gpt-5-mini_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/cholesky_gpt-5-mini_mpi_r4
cholesky_gpt-5.6-luna-low_mpi_r1,cholesky,gpt-5.6-luna-low,mpi,1,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,1843.0,1836.0,0.9962018448182312,57.32013803254813,31.22011875411118,1.0081922446750409,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/cholesky_gpt-5.6-luna-low_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/cholesky_gpt-5.6-luna-low_mpi_r1
cholesky_gpt-5.6-luna-medium_hybrid_r3,cholesky,gpt-5.6-luna-medium,hybrid,3,missing_rank_aggregation;rank_local_timing,true,true,570.0,567.0,0.9947368421052631,31.840110167860985,56.15539712144795,1.0795053003533568,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/cholesky_gpt-5.6-luna-medium_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/cholesky_gpt-5.6-luna-medium_hybrid_r3
cholesky_gpt-5.6-luna-medium_mpi_r1,cholesky,gpt-5.6-luna-medium,mpi,1,missing_rank_aggregation;rank_local_timing;missing_start_synchronization;reported_value_mismatch,true,true,2581.0,2574.0,0.9972878729174739,58.421163745224476,22.69664481166452,1.005859375,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r1
cholesky_gpt-5.6-luna-medium_mpi_r2,cholesky,gpt-5.6-luna-medium,mpi,2,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,1917.205,1930.068,1.0067092460117724,13.5966667663306,7.044656854748434,1.0026959639833308,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r2
cholesky_gpt-5.6-sol-low_hybrid_r3,cholesky,gpt-5.6-sol-low,hybrid,3,missing_rank_aggregation;rank_local_timing,true,true,780.0,762.0,0.9769230769230769,6.184833452105522,8.116579333471813,1.0184696569920844,false,7,8,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/cholesky_gpt-5.6-sol-low_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/cholesky_gpt-5.6-sol-low_hybrid_r3
cholesky_gpt-5.6-sol-low_hybrid_r4,cholesky,gpt-5.6-sol-low,hybrid,4,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,525.797,507.848,0.9658632514069118,8.338549272157252,16.419379956517012,1.071447276802118,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/cholesky_gpt-5.6-sol-low_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/cholesky_gpt-5.6-sol-low_hybrid_r4
cholesky_gpt-5.6-terra-xhigh_hybrid_r3,cholesky,gpt-5.6-terra-xhigh,hybrid,3,incomplete_timed_region,true,true,185.0,183.0,0.9891891891891892,5.282690513879061,28.867161278027655,1.0166666666666666,true,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260805-120633/cholesky_gpt-5.6-terra-xhigh_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260805-120633/cholesky_gpt-5.6-terra-xhigh_hybrid_r3
cholesky_qwen-3.6-27B-udq4-pi-t_mpi_r5,cholesky,qwen-3.6-27B-udq4-pi-t,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,1269.0,1236.0,0.9739952718676123,57.62662543542683,46.62348336199582,1.1473010064043916,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260529-150043/cholesky_qwen-3.6-27B-udq4-pi-t_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260529-150043/cholesky_qwen-3.6-27B-udq4-pi-t_mpi_r5
cholesky_qwen-3.6-27B-udq4_mpi_r2,cholesky,qwen-3.6-27B-udq4,mpi,2,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,703.0,713.0,1.0142247510668563,56.41953109856695,79.12977713684005,1.0170454545454546,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/cholesky_qwen-3.6-27B-udq4_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/cholesky_qwen-3.6-27B-udq4_mpi_r2
cholesky_qwen-3.6-27B-udq4_mpi_r3,cholesky,qwen-3.6-27B-udq4,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,449.0,427.0,0.9510022271714922,56.46939950808883,132.24683725547735,1.0213270142180095,false,7,8,1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/cholesky_qwen-3.6-27B-udq4_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/cholesky_qwen-3.6-27B-udq4_mpi_r3
cholesky_qwen-3.6-27B-udq4_mpi_r4,cholesky,qwen-3.6-27B-udq4,mpi,4,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,56.0,58.0,1.0357142857142858,55.869434440508485,963.2661110432498,1.0535714285714286,true,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/cholesky_qwen-3.6-27B-udq4_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/cholesky_qwen-3.6-27B-udq4_mpi_r4
cholesky_qwen-3.6-27B-udq4_mpi_r5,cholesky,qwen-3.6-27B-udq4,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,575.0,573.0,0.9965217391304347,56.66976707428694,98.90011705809239,1.0034965034965035,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260507-154026/cholesky_qwen-3.6-27B-udq4_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260507-154026/cholesky_qwen-3.6-27B-udq4_mpi_r5
cholesky_qwen3.7-plus_hybrid_r1,cholesky,qwen3.7-plus,hybrid,1,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,1235.0,1243.0,1.0064777327935224,9.34495039563626,7.518061460688866,1.0162999185004076,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/cholesky_qwen3.7-plus_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/cholesky_qwen3.7-plus_hybrid_r1
cholesky_qwen3.7-plus_mpi_r3,cholesky,qwen3.7-plus,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,647.0,607.0,0.9381761978361669,56.41858316306025,92.94659499680436,1.0032948929159802,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/cholesky_qwen3.7-plus_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/cholesky_qwen3.7-plus_mpi_r3
floydwarshall_claude-haiku-4.5_mpi_r1,floydwarshall,claude-haiku-4.5,mpi,1,missing_rank_aggregation;rank_local_timing,true,true,15393.0,16661.0,1.0823751055674657,33.20216754358262,1.9928076072014056,1.1115943910672552,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-haiku-4.5_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-haiku-4.5_mpi_r1
floydwarshall_claude-haiku-4.5_mpi_r4,floydwarshall,claude-haiku-4.5,mpi,4,missing_rank_aggregation;rank_local_timing,true,true,5948.0,6006.0,1.0097511768661735,19.60997899621725,3.2650647679349403,1.020517995290952,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-haiku-4.5_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-haiku-4.5_mpi_r4
floydwarshall_claude-haiku-4.5_mpi_r5,floydwarshall,claude-haiku-4.5,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,18640.0,18301.0,0.98181330472103,40.17203730996698,2.195073346263427,1.013948380010983,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-haiku-4.5_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-haiku-4.5_mpi_r5
floydwarshall_claude-opus-4.6_hybrid_r1,floydwarshall,claude-opus-4.6,hybrid,1,missing_rank_aggregation;rank_local_timing,true,true,2394.0,2384.0,0.9958228905597326,10.243303312920034,4.296687631258403,1.00503355704698,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r1
floydwarshall_claude-opus-4.6_hybrid_r2,floydwarshall,claude-opus-4.6,hybrid,2,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,14446.0,14477.699,1.0021943098435553,23.771862694062293,1.6419641473456723,1.0016470550500864,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r2
floydwarshall_claude-opus-4.6_hybrid_r3,floydwarshall,claude-opus-4.6,hybrid,3,missing_rank_aggregation;rank_local_timing;missing_stop_synchronization;reported_value_mismatch,true,true,2816.0,2793.0,0.9918323863636364,9.641652683727443,3.4520775809980107,1.0068247126436782,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r3
floydwarshall_claude-opus-4.6_hybrid_r4,floydwarshall,claude-opus-4.6,hybrid,4,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,2180.0,2163.0,0.9922018348623853,10.443037159740925,4.8280338232736595,1.0036985668053628,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r4
floydwarshall_claude-opus-4.6_hybrid_r5,floydwarshall,claude-opus-4.6,hybrid,5,missing_rank_aggregation;rank_local_timing,true,true,2213.0,2202.0,0.9950293718933574,8.689926507882774,3.9463789772401334,1.0160036579789666,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_hybrid_r5
floydwarshall_claude-opus-4.6_mpi_r1,floydwarshall,claude-opus-4.6,mpi,1,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,1628.0,1700.497,1.0445313267813268,14.750714830122888,8.674355103315612,1.0437972180039494,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r1
floydwarshall_claude-opus-4.6_mpi_r2,floydwarshall,claude-opus-4.6,mpi,2,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,1650.0,1745.0,1.0575757575757576,13.748544054105878,7.878821807510532,1.0420070011668612,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r2
floydwarshall_claude-opus-4.6_mpi_r3,floydwarshall,claude-opus-4.6,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,1792.0,1632.0,0.9107142857142857,15.403011447750032,9.438119759650755,1.0434782608695652,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r3
floydwarshall_claude-opus-4.6_mpi_r4,floydwarshall,claude-opus-4.6,mpi,4,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,1595.0,1629.0,1.0213166144200627,15.049853784032166,9.238707049743503,1.036190476190476,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r4
floydwarshall_claude-opus-4.6_mpi_r5,floydwarshall,claude-opus-4.6,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,1674.0,1581.0,0.9444444444444444,14.950382266193628,9.456282268307165,1.0521628498727735,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-opus-4.6_mpi_r5
floydwarshall_claude-sonnet-4.5_hybrid_r3,floydwarshall,claude-sonnet-4.5,hybrid,3,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,18176.0,18110.0,0.996368838028169,25.426543756388128,1.4040057292318127,1.0117915345681072,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-sonnet-4.5_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-sonnet-4.5_hybrid_r3
floydwarshall_claude-sonnet-4.5_hybrid_r5,floydwarshall,claude-sonnet-4.5,hybrid,5,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,11991.0,11994.0,1.0002501876407306,20.21339578088373,1.6852922945542546,1.0092468056489576,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-sonnet-4.5_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-sonnet-4.5_hybrid_r5
floydwarshall_claude-sonnet-4.5_mpi_r1,floydwarshall,claude-sonnet-4.5,mpi,1,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,6097.0,6260.0,1.0267344595702805,24.32232552394271,3.8853555150068226,1.0070569366479551,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r1
floydwarshall_claude-sonnet-4.5_mpi_r2,floydwarshall,claude-sonnet-4.5,mpi,2,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,7638.0,7828.921,1.0249962031945536,25.073762700892985,3.2027098882327443,1.024782961052721,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r2
floydwarshall_claude-sonnet-4.5_mpi_r3,floydwarshall,claude-sonnet-4.5,mpi,3,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,5581.0,5484.0,0.9826196022218241,18.906924929469824,3.447652248262185,1.0134587020648969,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r3
floydwarshall_claude-sonnet-4.5_mpi_r4,floydwarshall,claude-sonnet-4.5,mpi,4,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,6157.0,6137.0,0.9967516647718044,22.96737105306238,3.74244273310451,1.0388030253206182,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r4
floydwarshall_claude-sonnet-4.5_mpi_r5,floydwarshall,claude-sonnet-4.5,mpi,5,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,7202.0,7213.0,1.001527353512913,23.422429802827537,3.2472521562217573,1.0076601671309193,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/floydwarshall_claude-sonnet-4.5_mpi_r5
floydwarshall_deepseek-v4-flash_hybrid_r1,floydwarshall,deepseek-v4-flash,hybrid,1,missing_rank_aggregation;rank_local_timing,true,true,18060.0,18028.0,0.9982281284606866,25.12556725833565,1.3936968747690066,1.005062023696946,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/floydwarshall_deepseek-v4-flash_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/floydwarshall_deepseek-v4-flash_hybrid_r1
floydwarshall_deepseek-v4-flash_hybrid_r3,floydwarshall,deepseek-v4-flash,hybrid,3,missing_rank_aggregation;rank_local_timing;missing_stop_synchronization,true,true,2436.0,2409.0,0.9889162561576355,9.441241052933037,3.9191536126745694,1.005414410662224,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/floydwarshall_deepseek-v4-flash_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/floydwarshall_deepseek-v4-flash_hybrid_r3
floydwarshall_deepseek-v4-flash_hybrid_r4,floydwarshall,deepseek-v4-flash,hybrid,4,missing_rank_aggregation;rank_local_timing,true,true,2383.0,2352.0,0.9869911875786823,10.944050597958267,4.653082737227154,1.0029799914857387,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/floydwarshall_deepseek-v4-flash_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/floydwarshall_deepseek-v4-flash_hybrid_r4
floydwarshall_deepseek-v4-flash_hybrid_r5,floydwarshall,deepseek-v4-flash,hybrid,5,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,2302.0,2274.0,0.9878366637706343,10.593723764643073,4.658629623853594,1.0136986301369864,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/floydwarshall_deepseek-v4-flash_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/floydwarshall_deepseek-v4-flash_hybrid_r5
floydwarshall_deepseek-v4-flash_mpi_r1,floydwarshall,deepseek-v4-flash,mpi,1,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,1765.0,1597.0,0.9048158640226629,14.901451249606907,9.330902473141457,1.029040404040404,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/floydwarshall_deepseek-v4-flash_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/floydwarshall_deepseek-v4-flash_mpi_r1
