program_id,benchmark,model,par_type,run,overall_score,benchmark_median_time_ms,source_tree_oid,source_digest,verdict,confidence,issue_categories,timing_only_fix_possible
cholesky_gpt-5.6-luna-medium_mpi_r5,cholesky,gpt-5.6-luna-medium,mpi,5,7,637.0,8a389640eb0c6e7e0e4b19c270c41f87034bc00e,e2ba957e9782a8bbeac2d7804b17059a4e23aee7a451aaa7a96cd71a7c811951,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_hybrid_r2,cholesky,gpt-5.6-luna-xhigh,hybrid,2,8,322.0,4a4f44561c15df8d392272df6293c92c013a826d,9af553c98bda739a8e16ce7fae592df1bac9966507188a44d4a75fefd868dbfe,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_hybrid_r3,cholesky,gpt-5.6-luna-xhigh,hybrid,3,9,224.0,ac05ddd6101960c5d5bd6aecd5a45f5de307142a,7789eae40e9e4ebb96e92c816905336d12294ee3087eac26a742446c3e226332,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_hybrid_r4,cholesky,gpt-5.6-luna-xhigh,hybrid,4,8,288.0,35ec19c3349906125e4a9a87390a7f5ac77e987f,8d406674f3226f1a56065d49b7aedb36bb2732fc211d5f0817349c0f1295872b,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_hybrid_r5,cholesky,gpt-5.6-luna-xhigh,hybrid,5,9,217.394,ee8e9d30298f70810c3a1809067bc0ac330e2205,28f022d2c17a73d656b93f1246d5ba79b3bb299a843f91f4645cd5c7c9e965ee,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_mpi_r1,cholesky,gpt-5.6-luna-xhigh,mpi,1,7,856.0,bd6a888fa449c1e59f6c4677e9eb3f57814a7dd1,907aa73ed639adc444cd139fb692ae03d698949b164ec02005bb8cb7e9889e88,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_mpi_r2,cholesky,gpt-5.6-luna-xhigh,mpi,2,8,257.0,d1c1097d6d79782724d64eaba43c03c89c90badc,dd14c5deef72528a8cde55407044b6988f3addd6fdcea64639913590b3d05f4f,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_mpi_r3,cholesky,gpt-5.6-luna-xhigh,mpi,3,8,140.0,ac45ad3cca93990b5b4f850b9222080abcad5cc0,fd6d949dc12087e6c7d93e6b1f7dfae02f38b34d78ba79dc65c65934e0ab3e0a,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_mpi_r4,cholesky,gpt-5.6-luna-xhigh,mpi,4,8,206.0,91e88aaba7ec5dea067cc3d99b624eacf976a181,ef4f2d9edb197b0a94da4bbb151188bf63631167ac46f2d3dede33bcd3e35955,valid,high,none,false
cholesky_gpt-5.6-luna-xhigh_mpi_r5,cholesky,gpt-5.6-luna-xhigh,mpi,5,8,229.0,f48b73399b3229889a11fef5cde475288f66eef5,55a5cd588b3f46b6b331a1227202453b9a9f4517a11d3e845e23656f4c42089b,valid,high,none,false
cholesky_gpt-5.6-sol-low_hybrid_r2,cholesky,gpt-5.6-sol-low,hybrid,2,7,1399.0,96c37bd18e7593f4d55c675473c77147fb2784b3,38bd5492abbe0faed41aaccc57ba563e8863c160fbad6473b37ad81822a77647,valid,high,none,false
cholesky_gpt-5.6-sol-low_hybrid_r3,cholesky,gpt-5.6-sol-low,hybrid,3,7,780.0,d791459cf0ce2b8347467dc44da934ea78d36006,c458f19684dabd9e0a3172d91545e5fa14143f22ae0589ea1174de55e24812be,invalid,high,missing_rank_aggregation;rank_local_timing,true
cholesky_gpt-5.6-sol-low_hybrid_r4,cholesky,gpt-5.6-sol-low,hybrid,4,8,525.797,2bff949c9d2d0d3f2c3b044e129abe412925ecd5,8ef54ab36951fb320dc7d8dfef4c5787f6b172bbeed993695ef4e4ab0f46dcd1,invalid,high,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true
cholesky_gpt-5.6-sol-low_mpi_r1,cholesky,gpt-5.6-sol-low,mpi,1,8,282.0,6dfd9dfaa2163bdf0c9e9cf007cd03633a084b04,a5f42fdfb5b4a87af45779688e611b437d044430fc4c7722a908c2482b838de6,valid,high,none,false
cholesky_gpt-5.6-sol-low_mpi_r2,cholesky,gpt-5.6-sol-low,mpi,2,7,666.0,74d4829314164e4566e41c4837fe70c35a25fa33,cf11de8fc3e5ef43bc896b6aff5dd75afd11a9ea21c67b668cbf2e876cb2ba6c,valid,high,none,false
cholesky_gpt-5.6-sol-low_mpi_r3,cholesky,gpt-5.6-sol-low,mpi,3,7,763.0,1b1fe2b9383c466c5c6212c0c51c8cf95b30a1e8,a9906c5c65a238d42b3ead05f751677c61b92d4cc32fcc0cf49d159de66f977d,valid,high,none,false
cholesky_gpt-5.6-sol-low_mpi_r5,cholesky,gpt-5.6-sol-low,mpi,5,8,285.0,383a5a4e0e112dd801ce7e30b5270d0b168c7334,0fb611c27e082a702b0bb9b5b315de1e50d5170a508e833ba669c4d504ef5b9a,valid,high,none,false
cholesky_gpt-5.6-sol-medium_hybrid_r1,cholesky,gpt-5.6-sol-medium,hybrid,1,8,540.0,c06a77ba3c6589abf1b529321822e165399b17ea,7c9d37b0f006f37b3d4d18cc470dceda8fe8a03ac52c78a17ec200dbb75bd7d2,valid,high,none,false
cholesky_gpt-5.6-sol-medium_hybrid_r2,cholesky,gpt-5.6-sol-medium,hybrid,2,8,277.0,1eba1a2e66f4d2b2e5a977801926c5c720f8cf41,140bda6000490c4da7ab03130efd6ec34ee71e354061f3f34e26682a2e426ce6,valid,high,none,false
cholesky_gpt-5.6-sol-medium_hybrid_r3,cholesky,gpt-5.6-sol-medium,hybrid,3,9,158.0,a852522ce1f1c96f9c54d29a50508ec6b06a522c,477ca78a0ccd0a1a8ec1fbc75396fa0584ed3000356ff6208859138d297a82b5,valid,high,none,false
cholesky_gpt-5.6-sol-medium_hybrid_r4,cholesky,gpt-5.6-sol-medium,hybrid,4,8,658.0,8ae9e64c0173d559129edcc954b5b114ca5f9970,ea7d3667bd6f993de1801a8f3c1de2adb43601da592e094ac02a06c7bd32d12b,valid,high,none,false
cholesky_gpt-5.6-sol-medium_hybrid_r5,cholesky,gpt-5.6-sol-medium,hybrid,5,8,395.0,490eeff805f3cbf41643a6d728c0a465011eba51,919ce843b32fd7ea2fe23391d0e7b82b41437868d041df245cc268c129bc795e,valid,high,none,false
cholesky_gpt-5.6-sol-medium_mpi_r1,cholesky,gpt-5.6-sol-medium,mpi,1,8,256.0,a1de4b102e780b16c3e7a17989e9e6a830a2d604,61f04f348cf23ec866764b00a1936e4f13779547fe0dbd2d56a047fd1c8f0188,valid,high,none,false
cholesky_gpt-5.6-sol-medium_mpi_r2,cholesky,gpt-5.6-sol-medium,mpi,2,8,242.533,709ff24f411dd953eb651b1468ade0c39d680db7,729cf39256ad6df7a623338c43e74cedcc20094f43e462a1ce8862efc5926f76,valid,high,none,false
cholesky_gpt-5.6-sol-medium_mpi_r3,cholesky,gpt-5.6-sol-medium,mpi,3,8,373.899,4220bcc799cf12ed060c88a90b19c4db75454428,7173bb2db8f032bd3854ea4f74a353725532b6215a0055d86430993d80fc0410,valid,high,none,false
cholesky_gpt-5.6-sol-medium_mpi_r4,cholesky,gpt-5.6-sol-medium,mpi,4,8,227.0,98a3fdd2fcd83fe8138911ad2f3708ae67935475,05b800f6ecf35f7f56c5a1de631440685d0a39d6e27f606048d405eb90cf5131,valid,high,none,false
cholesky_gpt-5.6-sol-medium_mpi_r5,cholesky,gpt-5.6-sol-medium,mpi,5,8,232.0,120ce3706d8fb0a2a3a033ca62848346228d2f73,a9ad8816688bfebcde988e98b6c436e4bbd666ec4b54243262c6e962f7192af8,valid,high,none,false
cholesky_gpt-5.6-sol-xhigh_hybrid_r1,cholesky,gpt-5.6-sol-xhigh,hybrid,1,9,166.0,f630c19980dec55ad0e3f61e3ef63c4cfe946c0b,c67a7aa3a69ae77b2f85a9fba2075611dbf19771d88822cbedb8d1f73d76d182,valid,high,none,false
cholesky_gpt-5.6-sol-xhigh_hybrid_r2,cholesky,gpt-5.6-sol-xhigh,hybrid,2,10,94.0,619c930f66cc0a9f40842aa2ae5fb861421bb760,4536e0bb169ad2e951258bd5cd760cd714f0198eca075d104e856692939f709f,valid,high,none,false
cholesky_gpt-5.6-sol-xhigh_hybrid_r3,cholesky,gpt-5.6-sol-xhigh,hybrid,3,9,104.795,a9304ba5017acd3eb29e9a7ea6c3cc63a6ce3653,e5a6591258aac016f212de5baa5951d9c221fa770906fd3640ee2f2d494b1d75,valid,high,none,false
cholesky_gpt-5.6-sol-xhigh_hybrid_r4,cholesky,gpt-5.6-sol-xhigh,hybrid,4,9,148.0,6330c5193c24656bbba21eef3a6850318fead597,a4c7a981222e7b5ff799e29e0c2b7dc9918c82ebc245345f0e049f3df9dab2ec,valid,high,none,false
cholesky_gpt-5.6-sol-xhigh_hybrid_r5,cholesky,gpt-5.6-sol-xhigh,hybrid,5,9,95.542,8c14e43b10de2626ff7569be723bcf0a6a4cf5ad,59f78017136d8894ef943648bcbf7e094583e86cbe9b2deaf54732e64b193e13,valid,high,none,false
cholesky_gpt-5.6-sol-xhigh_mpi_r2,cholesky,gpt-5.6-sol-xhigh,mpi,2,8,189.0,0116542ef711169d67108890997f5de958a1de3d,a3e07f5278ae5f6ad81399ef9d627ccb5afc8395c1376ed764fa2e5e904c37ca,valid,high,none,false
cholesky_gpt-5.6-sol-xhigh_mpi_r5,cholesky,gpt-5.6-sol-xhigh,mpi,5,10,55.919,5ba2a0fc8ececfc53fd2b93aa21730f22344d5c8,c631127aee3f5ce5e7e754beb6fc55552a72492382f2790b3fd5d310e392569d,valid,high,none,false
cholesky_gpt-5.6-terra-low_mpi_r1,cholesky,gpt-5.6-terra-low,mpi,1,7,783.845,4332ff8e8906a92842f5845ed7a6fe1f970f425c,f195906e1708fe559859c00b392f538bcb168dee5d79738f5ec30d125adfe42a,valid,high,none,false
cholesky_gpt-5.6-terra-low_mpi_r3,cholesky,gpt-5.6-terra-low,mpi,3,8,389.0,b15404bc5c642d5e2328bdb1abaa4507044b8e39,d897b3bfea4b26035b191ca0b75e0f26f446650d090bebc2bbdaac08aabb2d5c,valid,high,none,false
cholesky_gpt-5.6-terra-low_mpi_r4,cholesky,gpt-5.6-terra-low,mpi,4,7,785.0,23ce28e8a2d9cba3443539499ae7d50af2e56ae6,ddc9788c00001280ce41c1a6baba178d460ad439cf634655aec4014acd5b93d6,valid,high,none,false
cholesky_gpt-5.6-terra-low_mpi_r5,cholesky,gpt-5.6-terra-low,mpi,5,8,241.0,d9a7edf756946b273075f64313b8144eff58cb8c,a1b90868436913e587f0ae38e76d5e4bb1c66165da2e69aa113daef238c3d677,valid,high,none,false
cholesky_gpt-5.6-terra-medium_hybrid_r1,cholesky,gpt-5.6-terra-medium,hybrid,1,6,3446.0,31dec500ad3fbd6d724384cd5806ac0af54b2d97,e6636b7e3797b7ad256c35a078471b19aa4e1c3e28314d74758bb88fedd7f009,valid,high,none,false
cholesky_gpt-5.6-terra-medium_hybrid_r2,cholesky,gpt-5.6-terra-medium,hybrid,2,9,185.685,ea639bcb9033188b87730a41bab017b60653aa97,51cff7ae36ff8765d6e6b048b767f959b6bdb96efd8727c3037dcfd14c388c1a,valid,high,none,false
cholesky_gpt-5.6-terra-medium_mpi_r1,cholesky,gpt-5.6-terra-medium,mpi,1,8,186.0,b06af12bbc9559028e00d7196d1e8fdf339dffe6,2d0a4de08c3b1bfa66b3e54da1d3ab32dcda9deb9bb37513f1017e89e81e53af,valid,high,none,false
cholesky_gpt-5.6-terra-medium_mpi_r2,cholesky,gpt-5.6-terra-medium,mpi,2,8,302.641,3c876580e6237236f9814abdebe8389751b2ffdc,e25c1d1148021ec821576196487fed6faaa5e5c059e6ac43416c098c884ea8a8,valid,high,none,false
cholesky_gpt-5.6-terra-medium_mpi_r3,cholesky,gpt-5.6-terra-medium,mpi,3,7,761.0,6b67fa5bd3724a1bb47e8d8477d6586ba8c2e2f6,b6b4497884986bb5ff48e42c22775beeb57c83486a48894accf8dfa431317b89,valid,high,none,false
cholesky_gpt-5.6-terra-medium_mpi_r4,cholesky,gpt-5.6-terra-medium,mpi,4,7,854.323,db1bddc09f31254048a86914bd01d47e3936e50c,addcfdc5de9bb5a6ad1270e8f18a3a4d87a0f0139155be21c5f96526b9060070,valid,high,none,false
cholesky_gpt-5.6-terra-medium_mpi_r5,cholesky,gpt-5.6-terra-medium,mpi,5,8,300.0,71d69e8429d7368d71efd7991e60a055f1c184d5,3e16af5a452b820061524b4ffb29da6675486184bb4e9b420ac43509002b9dbd,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_hybrid_r1,cholesky,gpt-5.6-terra-xhigh,hybrid,1,9,173.0,a67b5a0b36b1be6b6ad53e402fe803bac2bf3749,7d80d65bce49fc28048d5cd58ae024f97ad42889e5ce695d9d554a036f9d9a35,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_hybrid_r2,cholesky,gpt-5.6-terra-xhigh,hybrid,2,9,158.0,47b32a889135f280fddf73cbcc0f8bc7607caf2d,be6128588dc5daa69625b7e27e5c36cf43801d858d76a3f470b8a72853cb5128,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_hybrid_r3,cholesky,gpt-5.6-terra-xhigh,hybrid,3,9,185.0,f813e30ae8567ee1a97fc6c240f3cd132eb17818,62bfdf51c8f4cc3566705842ff20a5f49d61ed7e2a1732b081b559ec0a4946d7,invalid,high,incomplete_timed_region,true
cholesky_gpt-5.6-terra-xhigh_hybrid_r4,cholesky,gpt-5.6-terra-xhigh,hybrid,4,9,183.378,de6f8bf02e8aaa47d87611b3a14202e3784d8f06,7d361277a0bb83ba406fc81e31a39ae2e6de04cfec008b814c96240ba87d06f7,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_hybrid_r5,cholesky,gpt-5.6-terra-xhigh,hybrid,5,9,168.0,42df1f409c34c40f5d167419dd9237c297ce1038,dc7c1d16a4225f47dbbe150b4397df71b1501713edafc378b14fc1b9b341ae9e,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_mpi_r1,cholesky,gpt-5.6-terra-xhigh,mpi,1,7,533.0,4961da8465edd7930d62ac80db3a68f867ebc5fe,649ae2983dbec2d761ed9959ff995deca55317e1294f81e040ed764545d7e128,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_mpi_r2,cholesky,gpt-5.6-terra-xhigh,mpi,2,8,184.0,4a6d44aa57ebd877e3a24d0f9bcd9e0a6f579243,6376c6f1869d24d170d922b10eb004f2381988c03cb813b44953adaf3d7670d4,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_mpi_r3,cholesky,gpt-5.6-terra-xhigh,mpi,3,8,206.0,43e7112026bf363058363dc49d801bb95d15fba8,8464257d8ab474ad45f7faac4c4381c589be3181bba973bc3e7ba45cf9049e14,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_mpi_r4,cholesky,gpt-5.6-terra-xhigh,mpi,4,8,169.0,7706a462174f1f52b5ea6d16c60727f16e8efd91,877105e9edcfdc15bc7b0ece33005da1366a65ac5207285957a6d9641e03df5a,valid,high,none,false
cholesky_gpt-5.6-terra-xhigh_mpi_r5,cholesky,gpt-5.6-terra-xhigh,mpi,5,8,166.0,af9ab483ff811586c6b8bdefefbf2cee02af93f3,197aecc84732a818ae95352d7ae85fbfee7dc3f828a4e12e8711ba20f271bcd2,valid,high,none,false
cholesky_qwen-3.6-27B-udq4-pi-t_mpi_r5,cholesky,qwen-3.6-27B-udq4-pi-t,mpi,5,7,1269.0,5c451d417f55e8fd211f8eba4360646da519bde8,db1b3f536ee0ffd8dafd8d5a017a7fa544e62a5ecd9217b8d8a9c4f6346d275d,invalid,high,missing_rank_aggregation;rank_local_timing,true
cholesky_qwen-3.6-27B-udq4_mpi_r2,cholesky,qwen-3.6-27B-udq4,mpi,2,7,703.0,7e3d76ef30585acf6bb9a36adfc2924efe883ece,a1949e1b6757ffaba32858321e2fb2f5f7516904e67617a4c9c826698ffbb79f,invalid,high,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true
cholesky_qwen-3.6-27B-udq4_mpi_r3,cholesky,qwen-3.6-27B-udq4,mpi,3,7,449.0,a725349071df5075fc7ab4ff065aa11ddeb34187,86e6c0b3e87f6808ca5fcff8a414520e4bacfd4ff3a0eb4d28c35eb26caf7ed9,invalid,high,missing_rank_aggregation;rank_local_timing,true
cholesky_qwen-3.6-27B-udq4_mpi_r4,cholesky,qwen-3.6-27B-udq4,mpi,4,9,56.0,e9b8a452a7b836264c872eb67cfe13fc33af75b0,8e8a988483df979b52f94c1b3d1d73b903860a5fba6a550bd85eb2890e9d0dcb,invalid,high,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true
cholesky_qwen-3.6-27B-udq4_mpi_r5,cholesky,qwen-3.6-27B-udq4,mpi,5,7,575.0,80bcb9663d6ad3216c2c2abfc8f3e906d8ac0e6e,f66cb8f2a66b8dec4d34bf5aba01600bdf49444a681431ff5151475dc983c4d6,invalid,high,missing_rank_aggregation;rank_local_timing,true
cholesky_qwen3.7-plus_hybrid_r1,cholesky,qwen3.7-plus,hybrid,1,7,1235.0,573ecd65930a6796799b17512950ece9933b2847,29a76059399de5de62151e09e58604fffe0f632ae462c38085d1efc7b45a1c83,invalid,high,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true
cholesky_qwen3.7-plus_mpi_r3,cholesky,qwen3.7-plus,mpi,3,7,647.0,e4fce317089cef7b868df667d16a303d9a4d11bf,41c821c8c3ff9a958e73a3ff5a27f6d29a0757632ca0d5f789bb1e60bf8affd3,invalid,high,missing_rank_aggregation;rank_local_timing,true
cholesky_qwen3.7-plus_mpi_r4,cholesky,qwen3.7-plus,mpi,4,7,719.0,5a76e22b5205300185e39b182302ec4271e68694,6fc09bbab4fca01da8a4f7a56085689dc62b2ae6a4cfa80d97b48744916045a5,valid,high,none,false
floydwarshall_claude-haiku-4.5_mpi_r1,floydwarshall,claude-haiku-4.5,mpi,1,6,15393.0,7725319fba02771ebcdca393e518b8c587ac8806,d367f634851ab87cb370e476332cafbc833d591d14c06a59bd0adb6ac6e1afbd,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-haiku-4.5_mpi_r4,floydwarshall,claude-haiku-4.5,mpi,4,7,5948.0,27d9845b1e375c97943f96ba1ebabe6273f0d962,cde970be09db27fa860b5968bcc3e04794f185eb17727044edac8e31fe93cb2e,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-haiku-4.5_mpi_r5,floydwarshall,claude-haiku-4.5,mpi,5,6,18640.0,8b99fdfc0a8df41d93b2fcbba3f491b61a0c28ad,c5ce9203d9c21bb1d816600b3fbfd6b8ef671acf8d3f935e4881f10c20c6059c,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_hybrid_r1,floydwarshall,claude-opus-4.6,hybrid,1,8,2394.0,5bf50443fe0f2a7e8112294608de6ac6085cb4cc,9f22cf8c87d61d722b6ad22dfbab448d317f9360d6b93be7f052bb2ee46a6e83,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_hybrid_r2,floydwarshall,claude-opus-4.6,hybrid,2,6,14446.0,0841c5d6d09d09b5b88e422419b7a85863debcd1,829ec9e7f7686286ac6e96e1d267e7182104bf9c6bb06e1c5015220756303c2a,invalid,high,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_hybrid_r3,floydwarshall,claude-opus-4.6,hybrid,3,8,2816.0,a308fe73c4d9c2b4d4e77666cb6c6c0f6f6b4218,14c476455f949dec5e593b26ffd05394cb2208d3942b901eb45f4318438dfae3,invalid,high,missing_rank_aggregation;rank_local_timing;missing_stop_synchronization;reported_value_mismatch,true
floydwarshall_claude-opus-4.6_hybrid_r4,floydwarshall,claude-opus-4.6,hybrid,4,8,2180.0,fc01d576ff90ef34e98a2774844332e63b73db5c,77b9bd421e4abd13e377749418bc366f246ff21f33d67c01d43bdf037f42cd5b,invalid,high,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_hybrid_r5,floydwarshall,claude-opus-4.6,hybrid,5,8,2213.0,f6dd6ed120a570127292532fc156a514e45b92e1,e0f23b1f56a1688d51365523de541da9df934accbc00192b183fc1f0f55be43e,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_mpi_r1,floydwarshall,claude-opus-4.6,mpi,1,8,1628.0,0381e336ddd932d727152626de4f7e552220336f,8a2dcb0755ed1e157053f74331ab8aac4b40c839b1d7ba1a80e480287722567c,invalid,high,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_mpi_r2,floydwarshall,claude-opus-4.6,mpi,2,8,1650.0,870d7f4bc30435a08cce50b009c1ef56de90bdc2,96d3b49191af0df8a6ac77533a7f51f2c6e5c9141592c1b475b74fdc037250ec,invalid,high,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_mpi_r3,floydwarshall,claude-opus-4.6,mpi,3,8,1792.0,edcf43d31c344d66b320e698dd42f1b26ba54499,4d827f10979dec5393e4ff12bd0314c39483095c65c7c2cf0a601f3724a2f04a,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_mpi_r4,floydwarshall,claude-opus-4.6,mpi,4,8,1595.0,6555ba0a886e60ca41af84c95d4d640720ad08a6,79a514c295dac5e7f4e36d77b2114fee6b2d418ab2d2d9d8621b6b0f93cd2104,invalid,high,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-opus-4.6_mpi_r5,floydwarshall,claude-opus-4.6,mpi,5,8,1674.0,7be873f5c0b2165eb3d7b9df7e6ed52374802d1f,9124084d6ef3f8e3923b7a1d649eecdc986e1782ec1c3723c7ef3b345e97c0b8,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_claude-sonnet-4.5_hybrid_r3,floydwarshall,claude-sonnet-4.5,hybrid,3,6,18176.0,1bc9d31fe9074ef938eb77694ed2d171cbe61b4f,9e36922e564aa99f70d247daf510bf6abe94756d24909fc2fc3fed633d52c727,invalid,high,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true
floydwarshall_claude-sonnet-4.5_hybrid_r5,floydwarshall,claude-sonnet-4.5,hybrid,5,6,11991.0,0b8b357527f5a08d245a9d706a53de275c67a411,a9040a37b43c13384f7945d6d47d201e050a9bd7216abf0f9fdf18fbbb890cc6,invalid,high,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true
floydwarshall_claude-sonnet-4.5_mpi_r1,floydwarshall,claude-sonnet-4.5,mpi,1,7,6097.0,a959cfa8518fc3819daef93bdb85ffc87d646387,016452efffe7fa64669e8d91ddbe5f7efa07d63d0ec5585ba5ac6c528d4dfaff,invalid,high,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true
floydwarshall_claude-sonnet-4.5_mpi_r2,floydwarshall,claude-sonnet-4.5,mpi,2,7,7638.0,c77c89e792740dabfa6f3c61752714be9de86fb1,f8f29d0ce47e1e5e0bf91da61b17d8e30ce4b119b4adcf65d0aa7a5805e8e019,invalid,high,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true
floydwarshall_claude-sonnet-4.5_mpi_r3,floydwarshall,claude-sonnet-4.5,mpi,3,7,5581.0,1da86917a6cb20b85ef5bc17cecd3f7893d86bc8,b0ec9931203aafc690f08d60236f51bb233bac0f927c710c6ff4915913c9eabf,invalid,high,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true
floydwarshall_claude-sonnet-4.5_mpi_r4,floydwarshall,claude-sonnet-4.5,mpi,4,7,6157.0,c3ef012e35e1a267b43478063d1c400b9e6e2fab,850209da713c2ee405b3a2ae26931b4d4f47d8c994f3575282a6ce62ef35fcd7,invalid,high,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true
floydwarshall_claude-sonnet-4.5_mpi_r5,floydwarshall,claude-sonnet-4.5,mpi,5,7,7202.0,3f8be5cecdaa6b7552a3234a9027bc3098d72d42,3c851b68de53f26bc8d6ad21e5e33af18d9111d8b3f1151d09866f175d5042e9,invalid,high,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true
floydwarshall_deepseek-v4-flash_hybrid_r1,floydwarshall,deepseek-v4-flash,hybrid,1,6,18060.0,89225eefb5d6d7cb7d47a3ed9c3de2d2f892d8aa,4b53ad3b345211f79e115a5efebb8c0a18a94edb985d7fa72d269c537c89ab0c,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_deepseek-v4-flash_hybrid_r3,floydwarshall,deepseek-v4-flash,hybrid,3,8,2436.0,af73a9ba07f5d9919ca446cecd7f3428337c800b,f402ba547f83c1da1059af9761d9302271433c23445a932ec54851feca3932c5,invalid,high,missing_rank_aggregation;rank_local_timing;missing_stop_synchronization,true
floydwarshall_deepseek-v4-flash_hybrid_r4,floydwarshall,deepseek-v4-flash,hybrid,4,8,2383.0,fd5c710d8f3654f5ec247b58da5487bf85f0819c,f71f4edbbe2db77706f49f30de707fb4d06080f017e1c82d624027f57f2c097b,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_deepseek-v4-flash_hybrid_r5,floydwarshall,deepseek-v4-flash,hybrid,5,8,2302.0,0705b9804b34cd195633668e080b04ae3d88e08c,9424b5c0086919cf4d00bd2412a68ae8f99fbe546e22c49c15e6f82550b08355,invalid,high,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true
floydwarshall_deepseek-v4-flash_mpi_r1,floydwarshall,deepseek-v4-flash,mpi,1,8,1765.0,b955f8b6dd20a563efa4f5c23a671fa59dd4eaf6,c43d53ee1044534120a7c18575f1c569e8eb6c4fae10dd696e47ff3fe99405b3,invalid,high,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true
floydwarshall_deepseek-v4-flash_mpi_r2,floydwarshall,deepseek-v4-flash,mpi,2,8,1663.0,8d13d74fe734a1f1fabff23235518a8fdc0a708f,09ab37a48586fdb56b97483cc1225200b407f051552c5e294ff52ec2cf8f7c87,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_deepseek-v4-flash_mpi_r3,floydwarshall,deepseek-v4-flash,mpi,3,8,1616.0,0b091fc5d8457f8b3eb135382b165ac5eb924bc0,3f7631c5c00903b8e4a390da9cb6dcece6f58cff5d87bf5236a34b9c9a441afc,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_deepseek-v4-flash_mpi_r4,floydwarshall,deepseek-v4-flash,mpi,4,8,1659.0,e7e7654830b311b3fca0a0a9e976cf6193cfe8cb,f77dd4c9ec288a684a0b04d2c32c26c155782bc1c0d3ba3a0f786c0b464639ef,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_deepseek-v4-flash_mpi_r5,floydwarshall,deepseek-v4-flash,mpi,5,8,1913.0,f09edee299b564b47cec7e8eaa30bcc1184f60f2,8e156c1f022f589c66c2a2067d451b1468f05c6f27f786dac4072988ad226d5f,invalid,high,missing_rank_aggregation;rank_local_timing,true
floydwarshall_gemini-3-pro-preview_hybrid_r1,floydwarshall,gemini-3-pro-preview,hybrid,1,8,2411.0,6a81dda4f2ceec385c6cfabce7f32c2d4c52c308,e6baa065e8eb18fae354089a7d7c294be38c93e8ab5508b82d5196cf79b1f829,invalid,high,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true
